Year,Estimated Value
2017-11-26,150872.39795961563
2017-12-03,151221.1562762331
2017-12-10,151572.27367404342
2017-12-17,151925.75015304657
2017-12-24,152281.58571324256
2017-12-31,152639.7803546314
2018-01-07,153000.0
2018-01-14,153363.2468809875
2018-01-21,153728.51876595482
2018-01-28,154096.149732115
2018-02-04,154466.139779468
2018-02-11,154838.48890801385
2018-02-18,155213.19711775248
2018-02-25,155590.264408684
2018-03-04,155969.69078080833
2018-03-11,156351.4762341255
2018-03-18,156735.62076863548
2018-03-25,157122.12438433833
2018-04-01,157510.987081234
2018-04-08,157902.2088593225
2018-04-15,158295.7897186038
2018-04-22,158691.729659078
2018-04-29,159090.028680745
2018-05-06,159490.68678360482
2018-05-13,159893.7039676575
2018-05-20,160299.080232903
2018-05-27,160706.81557934135
2018-06-03,161116.9100069725
2018-06-10,161529.36351579652
2018-06-17,161944.17610581336
2018-06-24,162361.34777702304
2018-07-01,162780.87852942554
2018-07-08,163202.76836302085
2018-07-15,163627.01727780906
2018-07-22,164053.62527379004
2018-07-29,164482.5923509639
2018-08-05,164913.9185093306
2018-08-12,165347.6037488901
2018-08-19,165783.64806964243
2018-08-26,166222.05147158762
2018-09-02,166662.81395472563
2018-09-09,167105.93551905648
2018-09-16,167551.41616458015
2018-09-23,167999.25589129666
2018-09-30,168449.45469920605
2018-10-07,168902.01258830822
2018-10-14,169356.92955860324
2018-10-21,169814.2056100911
2018-10-28,170273.8407427718
2018-11-04,170735.83495664533
2018-11-11,171200.18825171166
2018-11-18,171666.90062797084
2018-11-25,172135.9720854229
2018-12-02,172607.40262406773
2018-12-09,173081.19224390542
2018-12-16,173557.34094493595
2018-12-23,174035.84872715935
2018-12-30,174516.7155905755
2019-01-06,175000.0
